latitude,longitude
1.296891924445966,103.80678830046212
1.431358507677341,103.84052085270089
1.3231742248433374,103.85970344292649
1.357110884707442,103.75221899413927
1.2906613513377685,103.83260485330702
1.369743910811363,103.89344674713179
1.3576733478321097,103.87210591603461
1.3619427468031478,103.84300355115323
1.3792784860277523,103.75849900818741
1.377943867207248,103.93867450379253
1.3179274651314352,103.87893581824741
1.3786362206128209,103.88587112997425
1.282973326816793,103.83271013550353
1.356372658218875,103.93108581655808
1.3553794522123808,103.95317243009804
1.3369899694941156,103.85037028291443
1.4244133227126492,103.83395434126246
1.3969422223950183,103.90133194567564
1.3403337545231484,103.7409322225316
1.3631292862320228,103.95353844635595
1.3989934164048936,103.91010421961023
1.310448828004545,103.88786246140624
1.2886982633964312,103.82883144314378
1.3572458106451326,103.84268599195086
1.431016149735197,103.83242382909344
1.431129329855437,103.79143684001714
1.3291277435211837,103.93300989157376
1.3230282523016876,103.91139151420627
1.3614592870224336,103.7507435380555
1.373405823736615,103.96279770688272
1.3590416608932119,103.74991015694798
1.319969991630351,103.88442930957427
1.3661545152396564,103.94072190801889
1.3123385303490283,103.78839527699937
1.3915072724562814,103.74156225228153
1.4550367333938876,103.8168207795598
1.3640763120502102,103.89302994451228
1.432719410212418,103.79476138296793
1.440494950019758,103.80374911065627
1.435803959409494,103.83911344358724
1.390690689690362,103.745665687365
1.3887135940291704,103.89856715133358
1.3641016303790248,103.8474928252497
1.3736464927141174,103.89618483066802
1.4410865577241176,103.77778078591561
1.3414982052341846,103.95688853850363
1.2887145064384666,103.8104650546258
1.3488702804165262,103.8492840354696
1.3746086082809759,103.96167875746505
1.4172449229201107,103.91332003755238
1.4183795434598203,103.8377647365048
1.3080328103832852,103.88331769476991
1.3724388327731087,103.88764663463024
1.3415508323785161,103.68971717636312
1.3618988291468193,103.93866265286623
1.4295857918421488,103.7728039077159
1.3470055955804405,103.74614960083673
1.3812652156995147,103.76729837167586
1.3241773355068762,103.92347042008498
1.391579105872923,103.87989156658034
1.3509882780273028,103.93674772896085
1.3987211580070755,103.74349505717018
1.3561898739017242,103.96156875917278
1.4474383733407006,103.83385775800991
1.3261988699193386,103.84373151340213
1.3172668669957643,103.80678087232452
